HexCode,IntCode,Name,Message
0x80072559,-2147015335,"AADError","Error from AAD"
0x80048350,-2147187888,"AadGroupTeamsCanOnlyAssignInheritableRoles","Cannot assign security role with ""Team Privileges only"" Inheritance to AAD Group or Office Group teams. (TeamId = {0})"
0x80048370,-2147187856,"AccessCheckOrganizationMismatch","Not enough privilege to access the Microsoft Dynamics CRM object or perform the requested operation. The current OrganizationId {0} does not match with user or team's OrganizationId {1}."
0x80048405,-2147187707,"AccessDenied","Access is denied."
0x80060904,-2147088124,"AccessDeniedSharePointRecord","Access denied on SharePoint record in Dynamics 365."
0x80048d2f,-2147185361,"AccessModeChangeNeedSystemAdmin","You need to have system administrator role and access mode Full to change access mode of a user. Details: {0}"
0x8005F101,-2147094271,"AccessTokenExpired","The requested resource requires authentication."
0x80040502,-2147220222,"AccountDoesNotExist","Account does not exist."
0x80040507,-2147220217,"AccountLoopBeingCreated","Creating this parental association would create a loop in Accounts hierarchy."
0x80040506,-2147220218,"AccountLoopExists","Loop exists in the accounts hierarchy."
0x80071100,-2147020544,"ActionCardDisabledError","Action Card feature is not enabled."
0x80071103,-2147020541,"ActionCardInvalidStateCodeException","Invalid state code passed in expression."
0x8006040e,-2147089394,"ActionStepInvalidPipelineStageid","ActionStep references invalid Pipeline Stage Id."
0x8006041c,-2147089380,"ActionStepInvalidProcessAction","ActionStep {0} references invalid Process Action {1}."
0x8006040d,-2147089395,"ActionStepInvalidProcessid","ActionStep references invalid Process Id."
0x8006040c,-2147089396,"ActionStepInvalidStageid","ActionStep references invalid Stage Id."
0x80060382,-2147089534,"ActionSupportNotEnabled","Business Processes containing an Action Step cannot be exported because Action Step support is still a Public Preview feature and it is not currently enabled for this organization."
0x80061001,-2147086335,"ActivePropertyValidationFailed","You can't create a property instance for an inactive property."
0x80040526,-2147220186,"ActiveQueueItemAlreadyExists","An active queue item already exists for the given object. Cannot create more than one active queue item for this object."
0x8004F871,-2147157903,"ActiveSlaCannotEdit","You can't edit an active SLA. Deactivate the SLA, and then try editing it."
0x80060455,-2147089323,"ActiveStageIdDoesNotMatchLastStageInTraversedPath","Active Stage ID ‘{0}’ does not match last Stage ID in Traversed Path ‘{1}’. Please contact your system administrator."
0x80060449,-2147089335,"ActiveStageIDIsNull","Error updating the Business Process: Active Stage ID cannot be empty."
0x80100002,-2146435070,"ActiveStageIsNotOnLeadEntity","Active stage is not on 'Lead' entity."
0x80044275,-2147204491,"ActivityAnalysisOrganizationUpdateError","Relationship Analytics organization setting can only be enabled if Relationship Analytics solution is installed."
0x8004F121,-2147159775,"ActivityCannotHaveRelatedActivities","A custom entity defined as an activity must not have a relationship with Activities."
0x80048501,-2147187455,"ActivityEntityCannotBeActivityParty","An activity entity cannot be also an activity party"
0x80043513,-2147207917,"ActivityInvalidObjectTypeCode","An Invalid type code was specified by the throwing method"
0x80043512,-2147207918,"ActivityInvalidSessionToken","An Invalid session token was passed into the throwing method"
0x8004F126,-2147159770,"ActivityMetadataUpdate","The metadata specified for activity is invalid."
0x8004F123,-2147159773,"ActivityMustHaveRelatedNotes","A custom entity defined as an activity must have a relationship to Notes by default."
0x80090415,-2146892779,"ActivityNotSupported","Activity is not supported in your organization. Unable to process Entity {0} with IsActivity={1}, IsActivityParty={2} and HasRelatedActivities={3}."
0x80043506,-2147207930,"ActivityPartyObjectTypeNotAllowed","Cannot create activity party of specified object type."
0x80094006,-2146877434,"ActivityPartyParticipationTypeMaskNotFound","The Activity Party type Mask '{0}' not found."
0x80090204,-2146893308,"AdlsSASTokenForExternalLakeForbidden","Requesting SAS token for an external lake is only allowed for first party applications."
0x80090202,-2146893310,"AdlsServiceClientError","Received unsuccessful response from CDS ADLS service indicating client error. Error code: ({0}); Response: {1}"
0x80090200,-2146893312,"AdlsServiceConfigurationInvalidData","Configuration data for CDS ADLS service client is invalid. Setting: {0}, value :{1}."
0x80090201,-2146893311,"AdlsServiceConfigurationMissingData","Configuration data missing for CDS ADLS service. Setting: {0}."
0x80090203,-2146893309,"AdlsServiceServerError","Received unsuccessful response from CDS ADLS service indicating server side error. Error code: ({0}); Response: {1}"
0x8004F50C,-2147158772,"AdminProfileCannotBeEditedOrDeleted","The System Administrator field security profile cannot be modified or deleted."
0x80098006,-2146861050,"AdoAadUserStateException","User identity within the azure active directory has changed (might be deleted)."
0x80098013,-2146861037,"AdoBranchNameAlreadyExistsError","Branch with the same name already exists."
0x80098008,-2146861048,"AdoCircuitBreakerExceededConcurrencyException","Git internal error occurred."
0x80098011,-2146861039,"AdoInvalidBranchName","Invalid git branch name. Branch name cannot contain {0}."
0x80098012,-2146861038,"AdoInvalidDirectoryName","Invalid directory name {0}."
0x80098000,-2146861056,"AdoItemNotFoundException","Directory or Item was not found on provided path."
0x80098004,-2146861052,"AdoNeedsPermissionException","Commit to requested branch is forbidden (rejected by policy)."
0x80098009,-2146861047,"AdoObjectRejectedException","Commit was rejected because it contains one or more secrets."
0x80098003,-2146861053,"AdoRefLockedException","Commit to requested branch is forbidden (rejected by policy)."
0x80098002,-2146861054,"AdoRefUpdateRejectedByPolicyException","Commit to requested branch is forbidden (rejected by policy)."
0x80098005,-2146861051,"AdoServiceUnavailableException","Git server is currently busy."
0x80098001,-2146861055,"AdoUnauthorizedRequestException","Git resource does not exist or do not have permissions for the operation attempted."
0x80098010,-2146861040,"AdoUnsyncedChangesCommitError","The branch has been updated by another user. Please sync the environment with Git and try again."
0x80098007,-2146861049,"AdoVssServiceException","Git resource does not exist or do not have permissions for the operation attempted."
0x80041d68,-2147213976,"ADResourceNotFound","The Azure AD Group was not found in your Azure Active Directory. Please validate the Group ID and try again."
0x80061696,-2147084650,"AdvancedSimilarityAzureSearchUnexpectedError","An unexpected error occurred executing the search. Try again later."
0x8004D2B1,-2147167567,"AggregateInnerQuery","The Inner Query must not be an aggregate query."
0x8004E023,-2147164125,"AggregateQueryRecordLimitExceeded","The maximum record limit is exceeded. Reduce the number of records."
0x8009724C,-2146864564,"AggregationOnSecuredAttributeCallerCantReadNotSupportedForElasticTables","Caller does not have read permission on secured attribute ('{0}'). Aggregation on this attribute without permission is not supported for Elastic Tables."
0x80090489,-2146892663,"AICExportFailure","Error occured when exporting AttributeImageConfig record. Reason: {0}"
0x8004F0FE,-2147159810,"AlreadyLinkedToAnotherAttribute","Given linked attribute is alreadly linked to other attribute."
0x80094002,-2146877438,"ApiDefinitionInvalidSwagger","The custom API swagger is not valid: '{0}'."
0x80094003,-2146877437,"ApiDefinitionInvalidSwaggerReference","The custom API swagger is not valid: 'The '$ref' reference could not be found.'."
0x80095002,-2146873342,"AppActionFlyoutStandardNotGroupChild","Invalid type: Flyout and standard can only be child of group parent button."
0x80095000,-2146873344,"AppActionGroupMissingParentAppActionId","Invalid parentappactionid: Group button must have parentappactionid."
0x80095003,-2146873341,"AppActionGroupNotFlyoutSplitChild","Invalid type: Group can only be child of flyout and split buttons."
0x80095001,-2146873343,"AppActionSplitCannotBeChild","Invalid parentappactionid: Split button cannot be a child button."
0x80072200,-2147016192,"AppConfigFeatureNotEnabled","In-App Customization App Configuration feature is not enabled."
0x80048558,-2147187368,"AppConfigLicenseChangeByDifferentPublisher","The licensing value is being changed by a different publisher."
0x80048547,-2147187385,"AppEntityLimitExceeded","This operation failed since it exceeded the maximum entity limit of {0} total entities for the app {1} set by its owning publisher {2}."
0x80048552,-2147187374,"AppEntityLimitExceededInSiteMap","You cannot save or publish the sitemap. The publisher ({0}) of the app ({1}) allows only up to {2} additional entities to be added."
0x80095FFC,-2146869252,"ApplicationBasedAccessControlError","Access to Dataverse API is restricted for this application Id : '{0}'. Please contact your administrator for more information."
0x8005F231,-2147093967,"ApplicationMetadataConverterFailed","Sorry, something went wrong. Please try again, or restart the app."
0x8005F233,-2147093965,"ApplicationMetadatadaCreateFailed","Sorry, something went wrong. Please try again, or restart the app."
0x8005F232,-2147093966,"ApplicationMetadatadaNullData","Sorry, something went wrong. Please try again, or restart the app."
0x8005F234,-2147093964,"ApplicationMetadatadaUpdateFailed","Sorry, something went wrong. Please try again, or restart the app."
0x8005F241,-2147093951,"ApplicationMetadataFailedWithContinue","There was a problem with the server configuration changes.  You can continue using the application, but may experience difficulties, including the inability to save changes. Please contact your Dynamics 365 administrator and give them the information available in ‘more information’."
0x8005F230,-2147093968,"ApplicationMetadataGetPreviewMetadataUnknownError","Sorry, something went wrong. Please try again, or restart the app."
0x8005F237,-2147093961,"ApplicationMetadataPrepareCustomizationsAppLock","We encountered some issues when we tried to prepare your customizations for your users. Users on some clients won't be able to download your customization updates until this issue is resolved."
0x8005F235,-2147093963,"ApplicationMetadataPrepareCustomizationsRetrieverError","There was a problem with the server configuration changes.  Users can continue using the application, but may experience difficulties, including the inability to save changes."
0x8005F236,-2147093962,"ApplicationMetadataPrepareCustomizationsTimeout","Sorry, but your client customization changes could not be processed.  This may be due to a large number of entities enabled for your users, or the number of languages enabled.  Users will not receive customizations until this issue is resolved."
0x8005F226,-2147093978,"ApplicationMetadataPrepareCustomizationsUnknownError","Sorry, something went wrong. Please try again, or restart the app."
0x8005F229,-2147093975,"ApplicationMetadataRetrieveUnknownError","Sorry, something went wrong. Please try again, or restart the app."
0x8005F227,-2147093977,"ApplicationMetadataRetrieveUserContextUnknownError","Sorry, something went wrong. Please try again, or restart the app."
0x8005F244,-2147093948,"ApplicationMetadataSyncAppLock","Sorry, your server is busy so configurations can’t be downloaded right now. Your changes should be available in a few minutes.  Wait a few minutes, and sign in again."
0x8005F245,-2147093947,"ApplicationMetadataSyncAppLockWithContinue","Sorry, your server is busy so configuration changes can’t be downloaded right now. Your changes should be available in a few minutes.  In the meantime, you can continue using the app, and you’ll be reminded later to try downloading the changes. Or, you can wait a few minutes, restart the app, and accept the prompt to try again."
0x8005F240,-2147093952,"ApplicationMetadataSyncFailed","There was a problem with the server configuration changes.  We are unable to load the application, please contact your Dynamics 365 administrator."
0x8005F242,-2147093950,"ApplicationMetadataSyncTimeout","Sorry, but your server configuration changes could not be downloaded.  This may be due to a slow connection, or due to a large number of entities enabled for mobile use.  Please verify your connection and try again.  If this issue continues please contact your Dynamics 365 administrator."
0x8005F243,-2147093949,"ApplicationMetadataSyncTimeoutWithContinue","Sorry, but your server configuration changes could not be downloaded.  This may be due to a slow connection, or due to a large number of entities enabled for mobile use.  Please verify your connection and try again. You can continue to use the app with the older configuration, however you may experience problems including errors when saving.  If this issue continues please contact your Dynamics 365 administrator."
0x8005F228,-2147093976,"ApplicationMetadataSyncUnknownError","Sorry, something went wrong. Please try again, or restart the app."
0x8005F225,-2147093979,"ApplicationMetadataUserValidationUnknownError","Sorry, something went wrong. Please try again, or restart the app."
0x80041d49,-2147214007,"ApplicationNotRegisteredWithDeployment","Application needs to be registered and enabled at deployment level before it can be created for this organization"
0x80071131,-2147020495,"ApplicationProfileMustContainEntity","The profile '{0}' could not be published because it does not contain any tables. Please add at least one table."
0x80095FFB,-2146869253,"ApplicationUserAccessControlError","User access to Dataverse API is restricted. Please contact your administrator for more information. Details:{0}"
0x80041d48,-2147214008,"ApplicationUserCannotBeUpdated","The user representing an OAuth application cannot not be updated"
0x80040d40,-2147218112,"ApplicationUserCannotChangeAccessMode","An application user's access mode cannot be changed."
0x8004Ed47,-2147160761,"AppLockTimeout","Timeout expired before applock could be acquired."
0x80055001,-2147135487,"ApplyActiveSLAOnly","You can only apply active service level agreements (SLAs) to cases."
0x80050107,-2147155705,"AppModuleCannotHaveMorethanOneUnifiedApps","'{0}' app cannot be associated to more than one unified app. Please save the app and try again."
0x80050105,-2147155707,"AppModuleCannotHaveMorethanOneUnifiedAppsDuringImport","'{0}' app cannot be associated to more than one unified app. Please save this app in the designer and try again."
0x80050115,-2147155691,"AppModuleComponentEntityMustHaveFormOrView","The entity “{0}” must have at least one form or view in the app."
0x80050117,-2147155689,"AppModuleFeatureNotEnabled","The feature isn’t turned on for this organization."
0x80097223,-2146864605,"AppModuleHasMoreThanOneProfileAssigned","Role based profile access is enable and app module has more than one mobile offline profile assigned."
0x8005012A,-2147155670,"AppModuleMustHaveOnlyValidClientEntity","The “{0}” entity isn’t valid for the chosen client, and won’t be shown at runtime."
0x80050118,-2147155688,"AppModuleNotContainMOCAEnabledEntity","App Module with MOCA as a supported client should have at least one MOCA enabled entity"
0x8005011D,-2147155683,"AppModuleNotReferEntity","App Module does not reference at least one entity"
0x80050123,-2147155677,"AppModulesImportError","An error occurred while importing App Modules"
0x80050127,-2147155673,"AppModuleWithClientExists","Couldn’t create the app. There’s already an app for this client type."
0x8004E106,-2147163898,"AppointmentDeleted","The appointment entity instance is already deleted."
0x80040275,-2147220875,"AppointmentScheduleNotSet","Scheduled End and Scheduled Start must be set for Appointments in order to sync with Outlook."
0x80072329,-2147015895,"AppRateLimitBulkheadThrottleLimitExceededError","Too many Dataverse instances accessed within the cooldown period {0} hours."
0x80048d1C,-2147185380,"ArchivalDisaledOrg","Archival is disabled for the org"
0x80048d1B,-2147185381,"ArchivalRestrictedEntity","Archival is restricted for an entity: {0}"
0x8009047E,-2146892674,"ArchiveBatchIdNull","Archive BatchId can not be null"
0x80048d15,-2147185387,"ArchiveMarkedRecordInsertionFailure","Record insertion into ArchiveMarkedRecords failed."
0x80097247,-2146864569,"ArchiveNotSupportedForSQLAudits","Archive is not supported for SQL Audits."
0x8009047D,-2146892675,"ArchiveRunIdNull","Archive RunId can not be null"
0x80060388,-2147089528,"ArgumentDirectionMismatch","Direction mismatch for argument {0}."
0x80060387,-2147089529,"ArgumentTypeMismatch","Type mismatch for argument {0}."
0x8004037f,-2147220609,"ArrayMappingFoundForSingletonParameter","An array transformation parameter mapping is defined for a single parameter."
0x800404fe,-2147220226,"ArticleIsPublished","The article cannot be updated or deleted because it is in published state"
0x80048d3b,-2147185349,"AssignRoleValidationFailure","Assigning or Removing a role of User/Team requires the calling user to have all the privilege(s) of a role being assigned/removed. Refer to the following link for more details: https://go.microsoft.com/fwlink/?linkid=2248640. Calling user (systemuserid={0}, UserBU={1}) attempted action='{2}' doesn't have {3} privilege(s). Please add missing privilege(s) to user either by assigning a role with those privileges or by adding user to a team with the privileges for the action to succeed. First {4} missed role privilege(s) in format PrivilegeName(PrivilegeId)/Depth/BusinessUnitId are: {5}."
0x80061040,-2147086272,"AssociateProductFailureDifferentUom","The product can't be added to the bundle. You have to use a product unit that belongs to the unit group of the product."
0x80048468,-2147187608,"AssociationRoleOrdinalInvalid","The association role ordinal is not valid - it must be 1 or 2."
0x80155559,-2146085543,"AsyncArchiveOperationOngoing","This entity is currently being archived as part of an asynchronous archive job. Please wait for the asynchronous job to complete before attempting to archive this entity again. You may look up the status of this job by searching for the following AsyncJobName in the system jobs view. (EntityId: {0}, EntityName: {1}, AsyncJobName: {2}, AsyncJobId: {3}, AsyncArchiveOperationId: {4})"
0x80048555,-2147187371,"AsyncAssignOperationOngoing","This entity is currently being assigned as part of an asynchronous cascade assign job. Please wait for the asynchronous job to complete before attempting to assign this entity again. You may look up the status of this job by searching for the following AsyncJobName in the system jobs view. (EntityId: {0}, EntityName: {1}, AsyncJobName: {2}, AsyncJobId: {3}, AsyncAssignOperationId: {4})"
0x8004810E,-2147188466,"AsyncCascadeRetriableError","This is an internal error that indicates to the async handler that this async cascade job is retriable"
0x80044307,-2147204345,"AsyncCommunicationError","A communication error occurred while processing the async operation."
0x80048549,-2147187383,"AsyncDeleteOperationOngoing","This entity is currently being deleted as part of an asynchronous cascade delete job. Please wait for the asynchronous job to complete before attempting to delete this entity again. You may look up the status of this job by searching for the following AsyncJobName in the system jobs view. (EntityId: {0}, EntityName: {1}, AsyncJobName: {2}, AsyncJobId: {3}, AsyncDeleteOperationId: {4})"
0x80050039,-2147155911,"AsyncJobForRestoreNotBulkDelete","The async job '{0}' is not a bulk delete job. This cannot be restored."
0x80048945,-2147186363,"AsyncMergeOperationOngoing","These entities are currently being merged as part of an asynchronous cascade merge job. Please wait for the asynchronous job to complete before attempting to merge these entities again. You may look up the status of this job by searching for the following AsyncJobName in the system jobs view. (MasterId: {0}, SubordinateId: {1}, EntityName: {2}, AsyncJobName: {3}, AsyncJobId: {4})"
0x80044306,-2147204346,"AsyncNetworkError","An error occurred while accessing the network."
0x80044F00,-2147201280,"AsyncOperationCannotCancel","This system job cannot be canceled."
0x8004416a,-2147204758,"AsyncOperationCannotDeleteUnlessCompleted","Cannot delete async operation unless it is in Completed state."
0x80044F01,-2147201279,"AsyncOperationCannotPause","This system job cannot be paused."
0x80044168,-2147204760,"AsyncOperationCannotUpdateNonrecurring","Cannot update recurrence pattern for a job that is not recurring."
0x80044169,-2147204759,"AsyncOperationCannotUpdateRecurring","Cannot update recurrence pattern for a job type that is not supported."
0x80044162,-2147204766,"AsyncOperationInvalidStateChange","The target state could not be set because the state transition is not valid."
0x80044165,-2147204763,"AsyncOperationInvalidStateChangeToComplete","The target state could not be set to complete because the state transition is not valid."
0x80044166,-2147204762,"AsyncOperationInvalidStateChangeToReady","The target state could not be set to ready because the state transition is not valid."
0x80044167,-2147204761,"AsyncOperationInvalidStateChangeToSuspended","The target state could not be set to suspended because the state transition is not valid."
0x80044163,-2147204765,"AsyncOperationInvalidStateChangeUnexpected","The target state could not be set because the state was changed by another process."
0x80044164,-2147204764,"AsyncOperationMissingId","The AsyncOperationId is required to do the update."
0x80040328,-2147220696,"AsyncOperationPostponed","This operation has been postponed because it failed for more than {0} times in {1} minutes"
0x80060917,-2147088105,"AsyncOperationPostponedByExceptionCountThrottle","The job has been postponed due to its high failure rate tendency and will be retried later. Please review recent executions of this plugin/workflow to diagnose the cause of high failure rate."
0x80040339,-2147220679,"AsyncOperationSuspendedOrLocked",">A background job associated with this import is either suspended or locked. In order to delete this import, in the Workplace, click Imports, open the import, click System Jobs, and resume any suspended jobs."
0x80044303,-2147204349,"AsyncOperationTypeIsNotRecognized","The operation type of the async operation was not recognized."
0x80060916,-2147088106,"AsyncOperationTypeThrottled","The job could not be completed because the server is busy. We will retry the job again soon."
0x80048956,-2147186346,"AsyncReparentDBOperationOngoing","Async reparent db is currently executing for this entity. Please wait for the asynchronous job to complete before attempting to reparent this entity again. You may look up the status of this job by searching for the following AsyncJobName in the system jobs view. (EntityId: {0}, ParentId: {1}, EntityName: {2}, AsyncJobName: {3}, AsyncJobId: {4})"
0x80048955,-2147186347,"AsyncRestoreOperationOngoing","This entity is currently being restored as part of an asynchronous restore job. You may look up the status of this job by searching for the following AsyncJobName in the system jobs view. (MasterId: {0}, SubordinateId: {1}, EntityName: {2}, AsyncJobName: {3}, AsyncJobId: {4})"
0x80048d23,-2147185373,"AsyncRetainOperationOngoing","A retention policy is currently in progress for this table. Please wait for the policy run to complete before attempting to run the policy again."
0x80090456,-2146892714,"AsyncSecondaryEntityKeyNotAllowed","Entity key '{0}' marked as IsSecondaryKey must have property IsSynchronous set as true."
0x80043e09,-2147205623,"AttachmentBlocked","The attachment is either not a valid type or is too large. It cannot be uploaded or downloaded."
0x80044a08,-2147202552,"AttachmentInvalidFileName","Attachment file name contains invalid characters."
0x80048493,-2147187565,"AttachmentNotFound","The reference to the attachment couldn't be found."
0x80050006,-2147155962,"AttachmentNotRelatedToEmail","This attachment does not belong to an email."
0x80097212,-2146864622,"AttributeBehaviorCanNotBeUpdated","'{0}' is being used by '{1}' as datetime, changing the behavior will corrupt the dependent fields formula."
0x80097213,-2146864621,"AttributeBehaviorCanNotBeUpdatedForCalculatedField","All the dependent attributes of calculated field '{0}' are of datetime type. Changing the behavior will corrupt the formula."
0x80097214,-2146864620,"AttributeBehaviorCanNotBeUpdatedForRollupField","Dependent attributes of rollup field '{0}' are of datetime type. Changing the behavior will corrupt the formula."
0x80060413,-2147089389,"AttributeCannotBeUpdated","Attribute - {0} cannot be updated for a Business Process Flow"
0x80060559,-2147089063,"AttributeCannotBeUsedInAggregate","The {0} attribute cannot be used with an aggregation function in a formula."
0x80090419,-2146892775,"AttributeCreateUnsupportedTable","""Can't add an attribute to entity '{0}', it's not supported."""
0x80090410,-2146892784,"AttributeDataTypeNotSupported","Attribute {0} of Entity {1} cannot be processed because the attribute data type {2} is not supported in your organization."
0x80044335,-2147204299,"AttributeDeprecated","""Attribute '{0}' on entity '{1}' is deprecated."""
0x80044198,-2147204712,"AttributeDoesNotSupportLocalizedLabels","The specified attribute does not support localized labels."
0x80060439,-2147089351,"AttributeFormulaDefinitionIsEmpty","The formula is empty."
0x80090470,-2146892688,"AttributeIsNotAutoNumbered","The attribute '{0}' of entity '{1}' is not AutoNumbered."
0x80047009,-2147192823,"AttributeIsNotCustomAttribute","The specified attribute is not a custom attribute"
0x80060305,-2147089659,"AttributeIsNotFacetable","Cannot set user search facets for entity {0} as attribute {1} is not facetable. Kindly remove it from the list to proceed."
0x8004F223,-2147159517,"AttributeMapHasAnUnmanagedBaseInstance","An AttributeMap, with Id: {0}, between attribute {1} and {2} of entity {3} and {4}, has an unmanaged base instance and therefore cannot be updated by a managed solution."
0x8004F224,-2147159516,"AttributeMapIsManagedException","Cannot delete managed attribute map with Id: {0} between attribute {1} and {2} of entity {3} and {4}."
0x80090479,-2146892679,"AttributeMaxLengthOutOfRange","The provided maximum length {0} of column {1} is out of range. Custom maximum length values must be between {2} and {3}."
0x80048834,-2147186636,"AttributeNameConflictWithNavigationPropertyName","Attribute name {0} conflict with NavigationProerty name on entity. Please use unique name for attribute."
0x80044237,-2147204553,"AttributeNotCreatedForOfficeGraphError","This attribute cannot be created since support to enable attribute for officegraph is not available."
0x8004033c,-2147220676,"AttributeNotOfTypePicklist","This attribute is not mapped to a drop-down list, Boolean, or state/status attribute. However, you have included a ListValueMap element for it.  Fix this inconsistency, and then import this data map again."
0x80040390,-2147220592,"AttributeNotOfTypeReference","This attribute is not mapped as a reference attribute. However, you have included a ReferenceMap for it.  Fix this inconsistency, and then import this data map again."
0x8004F508,-2147158776,"AttributeNotSecured","One or more fields are not enabled for field level security. Field level security is not enabled until you publish the customizations."
0x80044238,-2147204552,"AttributeNotUpdatedForOfficeGraphError","This attribute cannot be updated since support to enable attribute for officegraph is not available."
0x8004F50E,-2147158770,"AttributePermissionIsInvalid","Permission '{0}' for field '{1}' with id={2} is invalid because '{3}' is false."
0x80048d37,-2147185353,"AttributePermissionIsMissing","{0} user with Id {1} does not have permissions to a {2} secured field on entity {3}. The requested operation could not be completed."
0x8004F504,-2147158780,"AttributePermissionReadIsMissing","{0} user with Id {1} does not have read permissions to a {2} secured field on entity {3}. The requested operation could not be completed."
0x8004F50F,-2147158769,"AttributePermissionReadUnMaskedIsMissing","{0} user with Id {1} does not have ReadUnMasked permissions to a {2} secured field on entity {3}. The requested operation could not be completed."
0x8004F503,-2147158781,"AttributePermissionUpdateIsMissingDuringShare","The user does not have update permissions or shared access for a secured field during update operation."
0x8004F507,-2147158777,"AttributePermissionUpdateIsMissingDuringUpdate","{0} user with Id {1} does not have update permissions to a {2} secured field on entity {3}. The requested operation could not be completed."
0x8004F502,-2147158782,"AttributePrivilegeCreateIsMissing","{0} user with Id {1} does not have create permissions to a {2} secured field on entity {3}. The requested operation could not be completed."
0x8004F50D,-2147158771,"AttributePrivilegeInvalidToUnsecure","You must have sufficient permissions for a secured field before you can change its field level security."
0x80061501,-2147085055,"AttributesExceeded","Attributes cannot be more than 4"
0x8004F50B,-2147158773,"AttributeSharingCreateDuplicate","Attribute has already been shared."
0x8004F509,-2147158775,"AttributeSharingCreateShouldSetReadOrAndUpdateAccess","You must set read and/or update access when you share a secured attribute. Attribute ID: {0}"
0x8004F50A,-2147158774,"AttributeSharingUpdateInvalid","Both readAccess and updateAccess are false: call Delete instead of Update."
0x80050221,-2147155423,"AttributeTypeNotSupportedForCalculatedField","Calculated/RollUp Field is not supported for MultiSelectPicklist Attribute Type."
0x80050224,-2147155420,"AttributeTypeNotSupportedForGroupByOrderByQuery","GroupBy or OrderBy Query is not supported for MultiSelectPickList Attribute Type."
0x80060463,-2147089309,"AttributeUpdateNotAllowed","The Business Process Flow update has failed. The update of attribute ""{0}"" in workflow ""{1}"" is not allowed."
0x80044369,-2147204247,"AttributeUsedForInternalUseOnly","Attribute {0} on Entity {1} can only be set by the System."
0x80090452,-2146892718,"AttributeWithValidForUpdateNotSupportedInSecondaryEntityKey","Attribute '{0}' must not be valid for update. The secondary Entity Key '{1}' does not support key attribue with (IsValidForUpdate = true) property."
0x8004D228,-2147167704,"AuthenticateToServerBeforeRequestingProxy","Authenticate to serverType: {0} before requesting a proxy."
0x80091042,-2146889662,"AutoDataCaptureAuthorizationFailureException","You don’t have the proper Office 365 license to get untracked emails. Please contact your system administrator."
0x80091041,-2146889663,"AutoDataCaptureDisabledError","Auto capture feature is not enabled."
0x80091043,-2146889661,"AutoDataCaptureResponseRetrievalFailureException","Error while fetching untracked emails from Exchange."
0x8004F090,-2147159920,"AutomaticDependencyRemovalNotEnabled","Automatic dependency removal is not enabled for {0}'s dependency on {1}."
0x8004F092,-2147159918,"AutomaticDependencyRemovalNotPossibleForRequiredAttributes","Cannot remove this dependency since the field {0}.{1} is a mandatory field"
0x8004F091,-2147159919,"AutomaticDependencyRemovalNotSupported","Automatic dependency removal is not supported for {0}'s dependency on {1}."
0x80060885,-2147088251,"AutoNumberAttributeSequenceMissing","SQL Sequence missing for Auto Number attribute {0} of entity {1}. Will attempt to re-create the SQL Sequence now."
0x80090469,-2146892695,"AutoNumberForIntegerAttributeNotSupported","Autonumber feature is not turned on or not available for integer attribute. Attribute '{0}'."
0x8004F510,-2147158768,"AzureApplicationIdNotFound","We didn’t find that application ID {0} in your Azure Active Directory (Azure AD) with CorrelationID {1}. Make sure your application is registered in Azure AD."
0x8004F512,-2147158766,"AzureApplicationIdNotFoundInOrgDB","Azure applicationid not found. We didn’t find the application ID {0} in your CRM database. Correct the application ID and resubmit the update."
0x80097621,-2146863583,"AzureApplicationIdNotFoundRWCTFallback","We didn’t find the application ID {0} in your Azure Active Directory with CorrelationID {1}. Read write consistency token was also not honored by AAD."
0x80061635,-2147084747,"AzureOperationResponseTimedOut","An Azure operation request did not return a response within stated timeout period. Retry the operation or increase timeout provided for the operation."
0x80061604,-2147084796,"AzureRecommendationModelBuildNotExist","The Azure recommendation model build corresponding to the used model version doesn’t exist."
0x80061603,-2147084797,"AzureRecommendationModelNotExist","The Azure recommendation model doesn’t exist."
0x80061636,-2147084746,"AzureServiceConnectionCascadeDeleteFailed","One or more models use the connection. Delete all models using this connection, and try deleting the connection again."
0x80061630,-2147084752,"AzureServiceConnectionInvalidUri","Provide a valid service URL."
0x80072323,-2147015901,"AzureSqlDatabaseResourceLimitExceededError","The limit of resource for the database has been reached. Please check the exception for more details."
0x80072325,-2147015899,"AzureSqlDatabaseStorageQuotaExceededError","The storage limit for the database has been met."
0x80072324,-2147015900,"AzureSqlMaxConcurrentWorkersLimitExceededError","Too many concurrent requests detected."
0x80050241,-2147155391,"AzureWebAppPluginsDisabled","Azure WebApp based plugins disabled for the organization."
0x8009732C,-2146864340,"BackgroundJobsNotEnabled","Background jobs feature is not enabled."
0x8009732E,-2146864338,"BackgroundOperationParameterNotDefined","Parameter {0} is not defined on Custom API {1}."
0x8009732F,-2146864337,"BackgroundOperationParameterTypeDoesNotMatch","Parameter {0} on Custom API {1} should be of type {2} but provided type was {3}."
0x8004A102,-2147180286,"BadAuthTicket","The ticket specified for authentication is invalid"
0x80090435,-2146892747,"BadLinkedAttributeOptionSetId","Invalid option set id found in linked attribute {0} of entity {1}."
0x8005F100,-2147094272,"BadRequest","The request could not be understood by the server."
0x80044240,-2147204544,"BaseAttributeNameNotPresentError","BaseAttribute name should be present in condition xml."
0x80048cf4,-2147185420,"BaseCurrencyCannotBeDeactivated","The base currency cannot be deactivated."
0x80048cff,-2147185409,"BaseCurrencyNotDeletable","The base currency of an organization cannot be deleted."
